country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,lvl_gdp,GDP_for_group
Germany,1998,female,55-74 years,1048,9724400,10.78,Germany1998,,"2,243,225,519,618",28733,Silent,1.0,279411185200
Germany,1998,female,35-54 years,855,11290200,7.57,Germany1998,,"2,243,225,519,618",28733,Boomers,1.0,324401316600
Germany,1998,female,25-34 years,298,6286800,4.74,Germany1998,,"2,243,225,519,618",28733,Generation X,1.0,180638624400
Germany,1998,female,15-24 years,155,4413700,3.51,Germany1998,,"2,243,225,519,618",28733,Generation X,1.0,126818842100
Germany,1998,male,5-14 years,34,4658200,0.73,Germany1998,,"2,243,225,519,618",28733,Millenials,1.0,133844060600
Germany,1998,female,5-14 years,16,4418600,0.36,Germany1998,,"2,243,225,519,618",28733,Millenials,1.0,126959633800
Germany,1999,male,75+ years,1045,1684700,62.03,Germany1999,,"2,199,957,383,337",28154,G.I. Generation,1.0,47431043800
Germany,1999,male,55-74 years,2421,8721900,27.76,Germany1999,,"2,199,957,383,337",28154,Silent,1.0,245556372600
Germany,1999,male,35-54 years,2863,11918600,24.02,Germany1999,,"2,199,957,383,337",28154,Boomers,1.0,335556264400
Germany,1999,female,75+ years,749,4045200,18.52,Germany1999,,"2,199,957,383,337",28154,G.I. Generation,1.0,113888560800
Germany,1999,male,25-34 years,1132,6411800,17.65,Germany1999,,"2,199,957,383,337",28154,Generation X,1.0,180517817200
Germany,1999,male,15-24 years,595,4669200,12.74,Germany1999,,"2,199,957,383,337",28154,Generation X,1.0,131456656800
Germany,1999,female,55-74 years,1045,9734700,10.73,Germany1999,,"2,199,957,383,337",28154,Silent,1.0,274070743800
Germany,1999,female,35-54 years,877,11487800,7.63,Germany1999,,"2,199,957,383,337",28154,Boomers,1.0,323427521200
Germany,1999,female,25-34 years,265,6028800,4.4,Germany1999,,"2,199,957,383,337",28154,Generation X,1.0,169734835200
Germany,1999,female,15-24 years,133,4447600,2.99,Germany1999,,"2,199,957,383,337",28154,Generation X,1.0,125217730400
Germany,1999,male,5-14 years,26,4615600,0.56,Germany1999,,"2,199,957,383,337",28154,Millenials,1.0,129947602400
Germany,1999,female,5-14 years,9,4375300,0.21,Germany1999,,"2,199,957,383,337",28154,Millenials,1.0,123182196200
Germany,2000,male,75+ years,1069,1738251,61.5,Germany2000,0.855,"1,949,953,934,034",24922,G.I. Generation,1.0,43320691422
Germany,2000,male,55-74 years,2528,8760853,28.86,Germany2000,0.855,"1,949,953,934,034",24922,Silent,1.0,218337978466
Germany,2000,male,35-54 years,2937,12201076,24.07,Germany2000,0.855,"1,949,953,934,034",24922,Boomers,1.0,304075216072
Germany,2000,female,75+ years,698,4115856,16.96,Germany2000,0.855,"1,949,953,934,034",24922,G.I. Generation,1.0,102575363232
Germany,2000,male,25-34 years,1002,6118772,16.38,Germany2000,0.855,"1,949,953,934,034",24922,Generation X,1.0,152492035784
Germany,2000,male,15-24 years,575,4709057,12.21,Germany2000,0.855,"1,949,953,934,034",24922,Generation X,1.0,117359118554
Germany,2000,female,55-74 years,1020,9663487,10.56,Germany2000,0.855,"1,949,953,934,034",24922,Silent,1.0,240833423014
Germany,2000,female,35-54 years,834,11760414,7.09,Germany2000,0.855,"1,949,953,934,034",24922,Boomers,1.0,293093037708
Germany,2000,female,25-34 years,240,5783411,4.15,Germany2000,0.855,"1,949,953,934,034",24922,Generation X,1.0,144134168942
Germany,2000,female,15-24 years,137,4500217,3.04,Germany2000,0.855,"1,949,953,934,034",24922,Generation X,1.0,112154408074
Germany,2000,male,5-14 years,25,4562649,0.55,Germany2000,0.855,"1,949,953,934,034",24922,Millenials,1.0,113710338378
Germany,2000,female,5-14 years,8,4328023,0.18,Germany2000,0.855,"1,949,953,934,034",24922,Millenials,1.0,107862989206
Germany,2001,male,75+ years,1106,1813475,60.99,Germany2001,,"1,950,648,769,575",24874,Silent,1.0,45108377150
Germany,2001,male,55-74 years,2415,8745869,27.61,Germany2001,,"1,950,648,769,575",24874,Silent,1.0,217544745506
Germany,2001,male,35-54 years,3060,12523074,24.43,Germany2001,,"1,950,648,769,575",24874,Boomers,1.0,311498942676
Germany,2001,female,75+ years,764,4192492,18.22,Germany2001,,"1,950,648,769,575",24874,Silent,1.0,104284046008
Germany,2001,male,25-34 years,985,5850255,16.84,Germany2001,,"1,950,648,769,575",24874,Generation X,1.0,145519242870
Germany,2001,male,15-24 years,593,4764237,12.45,Germany2001,,"1,950,648,769,575",24874,Millenials,1.0,118505631138
Germany,2001,female,55-74 years,983,9568028,10.27,Germany2001,,"1,950,648,769,575",24874,Silent,1.0,237995128472
Germany,2001,female,35-54 years,868,12069849,7.19,Germany2001,,"1,950,648,769,575",24874,Boomers,1.0,300225424026
Germany,2001,female,25-34 years,221,5552605,3.98,Germany2001,,"1,950,648,769,575",24874,Generation X,1.0,138115496770
Germany,2001,female,15-24 years,124,4561925,2.72,Germany2001,,"1,950,648,769,575",24874,Millenials,1.0,113473322450
Germany,2001,male,5-14 years,37,4505958,0.82,Germany2001,,"1,950,648,769,575",24874,Millenials,1.0,112081199292
Germany,2001,female,5-14 years,11,4273747,0.26,Germany2001,,"1,950,648,769,575",24874,Millenials,1.0,106305182878
Germany,2002,male,75+ years,1147,1898834,60.41,Germany2002,,"2,079,136,081,310",26441,Silent,1.0,50207069794
Germany,2002,male,55-74 years,2354,8766453,26.85,Germany2002,,"2,079,136,081,310",26441,Silent,1.0,231793783773
Germany,2002,male,35-54 years,3088,12777078,24.17,Germany2002,,"2,079,136,081,310",26441,Boomers,1.0,337838719398
Germany,2002,female,75+ years,773,4251053,18.18,Germany2002,,"2,079,136,081,310",26441,Silent,1.0,112402092373
Germany,2002,male,25-34 years,903,5614445,16.08,Germany2002,,"2,079,136,081,310",26441,Generation X,1.0,148451540245
Germany,2002,male,15-24 years,609,4828748,12.61,Germany2002,,"2,079,136,081,310",26441,Millenials,1.0,127676925868
Germany,2002,female,55-74 years,1013,9531566,10.63,Germany2002,,"2,079,136,081,310",26441,Silent,1.0,252024136606
Germany,2002,female,35-54 years,905,12321464,7.34,Germany2002,,"2,079,136,081,310",26441,Boomers,1.0,325791829624
Germany,2002,female,25-34 years,219,5348715,4.09,Germany2002,,"2,079,136,081,310",26441,Generation X,1.0,141425373315
Germany,2002,female,15-24 years,141,4626561,3.05,Germany2002,,"2,079,136,081,310",26441,Millenials,1.0,122330899401
Germany,2002,male,5-14 years,16,4448685,0.36,Germany2002,,"2,079,136,081,310",26441,Millenials,1.0,117627680085
Germany,2002,female,5-14 years,8,4220169,0.19,Germany2002,,"2,079,136,081,310",26441,Millenials,1.0,111585488529
Germany,2003,male,75+ years,1187,2000255,59.34,Germany2003,,"2,505,733,634,312",31816,Silent,1.0,63640113080
Germany,2003,male,55-74 years,2416,8804362,27.44,Germany2003,,"2,505,733,634,312",31816,Silent,1.0,280119581392
Germany,2003,male,35-54 years,3157,12961625,24.36,Germany2003,,"2,505,733,634,312",31816,Boomers,1.0,412387061000
Germany,2003,female,75+ years,775,4301218,18.02,Germany2003,,"2,505,733,634,312",31816,Silent,1.0,136847551888
Germany,2003,male,25-34 years,868,5393875,16.09,Germany2003,,"2,505,733,634,312",31816,Generation X,1.0,171611527000
Germany,2003,male,15-24 years,537,4883892,11.0,Germany2003,,"2,505,733,634,312",31816,Millenials,1.0,155385907872
Germany,2003,female,55-74 years,925,9534506,9.7,Germany2003,,"2,505,733,634,312",31816,Silent,1.0,303349842896
Germany,2003,female,35-54 years,887,12507791,7.09,Germany2003,,"2,505,733,634,312",31816,Boomers,1.0,397947878456
Germany,2003,female,25-34 years,225,5161703,4.36,Germany2003,,"2,505,733,634,312",31816,Generation X,1.0,164224742648
Germany,2003,female,15-24 years,155,4683375,3.31,Germany2003,,"2,505,733,634,312",31816,Millenials,1.0,149006259000
Germany,2003,male,5-14 years,17,4373618,0.39,Germany2003,,"2,505,733,634,312",31816,Millenials,1.0,139151030288
Germany,2003,female,5-14 years,6,4150241,0.14,Germany2003,,"2,505,733,634,312",31816,Millenials,1.0,132044067656
Germany,2004,male,75+ years,1178,2112661,55.76,Germany2004,,"2,819,245,095,605",35772,Silent,1.0,75574109292
Germany,2004,male,55-74 years,2413,8860469,27.23,Germany2004,,"2,819,245,095,605",35772,Silent,1.0,316956697068
Germany,2004,male,35-54 years,3001,13080225,22.94,Germany2004,,"2,819,245,095,605",35772,Boomers,1.0,467905808700
Germany,2004,female,75+ years,746,4360252,17.11,Germany2004,,"2,819,245,095,605",35772,Silent,1.0,155974934544
Germany,2004,male,25-34 years,820,5196875,15.78,Germany2004,,"2,819,245,095,605",35772,Generation X,1.0,185902612500
Germany,2004,male,15-24 years,518,4922745,10.52,Germany2004,,"2,819,245,095,605",35772,Millenials,1.0,176096434140
Germany,2004,female,55-74 years,906,9568085,9.47,Germany2004,,"2,819,245,095,605",35772,Silent,1.0,342269536620
Germany,2004,female,35-54 years,827,12631907,6.55,Germany2004,,"2,819,245,095,605",35772,Boomers,1.0,451868577204
Germany,2004,female,25-34 years,180,5000272,3.6,Germany2004,,"2,819,245,095,605",35772,Generation X,1.0,178869729984
Germany,2004,female,15-24 years,129,4726195,2.73,Germany2004,,"2,819,245,095,605",35772,Millenials,1.0,169065447540
Germany,2004,male,5-14 years,16,4285546,0.37,Germany2004,,"2,819,245,095,605",35772,Millenials,1.0,153302551512
Germany,2004,female,5-14 years,7,4066582,0.17,Germany2004,,"2,819,245,095,605",35772,Millenials,1.0,145469771304
Germany,2005,male,75+ years,1160,2225555,52.12,Germany2005,0.887,"2,861,410,272,354",36289,Silent,1.0,80763165395
Germany,2005,male,55-74 years,2269,8943091,25.37,Germany2005,0.887,"2,861,410,272,354",36289,Silent,1.0,324535829299
Germany,2005,male,35-54 years,2875,13137730,21.88,Germany2005,0.887,"2,861,410,272,354",36289,Boomers,1.0,476755083970
Germany,2005,female,75+ years,664,4422784,15.01,Germany2005,0.887,"2,861,410,272,354",36289,Silent,1.0,160498408576
Germany,2005,male,25-34 years,730,5056621,14.44,Germany2005,0.887,"2,861,410,272,354",36289,Generation X,1.0,183499719469
Germany,2005,female,55-74 years,939,9632657,9.75,Germany2005,0.887,"2,861,410,272,354",36289,Silent,1.0,349559489873
Germany,2005,male,15-24 years,479,4939294,9.7,Germany2005,0.887,"2,861,410,272,354",36289,Millenials,1.0,179242039966
Germany,2005,female,35-54 years,840,12685901,6.62,Germany2005,0.887,"2,861,410,272,354",36289,Boomers,1.0,460358661389
Germany,2005,female,25-34 years,171,4889216,3.5,Germany2005,0.887,"2,861,410,272,354",36289,Generation X,1.0,177424759424
Germany,2005,female,15-24 years,117,4744626,2.47,Germany2005,0.887,"2,861,410,272,354",36289,Millenials,1.0,172177732914
Germany,2005,male,5-14 years,18,4194004,0.43,Germany2005,0.887,"2,861,410,272,354",36289,Millenials,1.0,152196211156
Germany,2005,female,5-14 years,8,3979775,0.2,Germany2005,0.887,"2,861,410,272,354",36289,Millenials,1.0,144422054975
Germany,2006,male,75+ years,1160,2328668,49.81,Germany2006,,"3,002,446,368,084",38088,Silent,1.0,88694306784
Germany,2006,male,55-74 years,2314,9032770,25.62,Germany2006,,"3,002,446,368,084",38088,Silent,1.0,344040143760
Germany,2006,male,35-54 years,2653,13148811,20.18,Germany2006,,"3,002,446,368,084",38088,Boomers,1.0,500811913368
Germany,2006,female,75+ years,611,4471494,13.66,Germany2006,,"3,002,446,368,084",38088,Silent,1.0,170310263472
Germany,2006,male,25-34 years,629,4963413,12.67,Germany2006,,"3,002,446,368,084",38088,Generation X,1.0,189046474344
Germany,2006,male,15-24 years,455,4922196,9.24,Germany2006,,"3,002,446,368,084",38088,Millenials,1.0,187476601248
Germany,2006,female,55-74 years,826,9713785,8.5,Germany2006,,"3,002,446,368,084",38088,Silent,1.0,369978643080
Germany,2006,female,35-54 years,832,12694086,6.55,Germany2006,,"3,002,446,368,084",38088,Boomers,1.0,483492347568
Germany,2006,female,25-34 years,154,4819150,3.2,Germany2006,,"3,002,446,368,084",38088,Generation X,1.0,183551785200
Germany,2006,female,15-24 years,112,4727172,2.37,Germany2006,,"3,002,446,368,084",38088,Millenials,1.0,180048527136
Germany,2006,male,5-14 years,20,4107557,0.49,Germany2006,,"3,002,446,368,084",38088,Millenials,1.0,156448631016
Germany,2006,female,5-14 years,9,3899892,0.23,Germany2006,,"3,002,446,368,084",38088,Millenials,1.0,148539086496
Germany,2007,male,75+ years,1143,2417463,47.28,Germany2007,,"3,439,953,462,907",43667,Silent,1.0,105563356821
Germany,2007,male,55-74 years,2213,9135373,24.22,Germany2007,,"3,439,953,462,907",43667,Silent,1.0,398914332791
Germany,2007,male,35-54 years,2539,13116847,19.36,Germany2007,,"3,439,953,462,907",43667,Boomers,1.0,572773357949
Germany,2007,male,25-34 years,654,4913538,13.31,Germany2007,,"3,439,953,462,907",43667,Generation X,1.0,214559463846
Germany,2007,female,75+ years,595,4503136,13.21,Germany2007,,"3,439,953,462,907",43667,Silent,1.0,196638439712
Germany,2007,male,15-24 years,448,4875778,9.19,Germany2007,,"3,439,953,462,907",43667,Millenials,1.0,212910597926
Germany,2007,female,55-74 years,796,9816096,8.11,Germany2007,,"3,439,953,462,907",43667,Silent,1.0,428639464032
Germany,2007,female,35-54 years,742,12662132,5.86,Germany2007,,"3,439,953,462,907",43667,Boomers,1.0,552917318044
Germany,2007,female,25-34 years,145,4782312,3.03,Germany2007,,"3,439,953,462,907",43667,Generation X,1.0,208829218104
Germany,2007,female,15-24 years,110,4678848,2.35,Germany2007,,"3,439,953,462,907",43667,Millenials,1.0,204311255616
Germany,2007,male,5-14 years,15,4039955,0.37,Germany2007,,"3,439,953,462,907",43667,Generation Z,1.0,176412714985
Germany,2007,female,5-14 years,9,3835107,0.23,Germany2007,,"3,439,953,462,907",43667,Generation Z,1.0,167467617369
Germany,2008,male,75+ years,1149,2496685,46.02,Germany2008,,"3,752,365,607,148",47702,Silent,1.0,119096867870
Germany,2008,male,55-74 years,2199,9240436,23.8,Germany2008,,"3,752,365,607,148",47702,Silent,1.0,440787278072
Germany,2008,male,35-54 years,2598,13021164,19.95,Germany2008,,"3,752,365,607,148",47702,Boomers,1.0,621135565128
Germany,2008,female,75+ years,592,4521561,13.09,Germany2008,,"3,752,365,607,148",47702,Silent,1.0,215687502822
Germany,2008,male,25-34 years,632,4906502,12.88,Germany2008,,"3,752,365,607,148",47702,Generation X,1.0,234049958404
Germany,2008,male,15-24 years,456,4821264,9.46,Germany2008,,"3,752,365,607,148",47702,Millenials,1.0,229983935328
Germany,2008,female,55-74 years,768,9926040,7.74,Germany2008,,"3,752,365,607,148",47702,Silent,1.0,473491960080
Germany,2008,female,35-54 years,761,12574802,6.05,Germany2008,,"3,752,365,607,148",47702,Boomers,1.0,599843205004
Germany,2008,female,25-34 years,157,4780395,3.28,Germany2008,,"3,752,365,607,148",47702,Generation X,1.0,228034402290
Germany,2008,female,15-24 years,130,4619410,2.81,Germany2008,,"3,752,365,607,148",47702,Millenials,1.0,220355095820
Germany,2008,male,5-14 years,11,3978422,0.28,Germany2008,,"3,752,365,607,148",47702,Generation Z,1.0,189778686244
Germany,2008,female,5-14 years,6,3776108,0.16,Germany2008,,"3,752,365,607,148",47702,Generation Z,1.0,180127903816
Germany,2009,male,75+ years,1209,2599960,46.5,Germany2009,,"3,418,005,001,389",43570,Silent,1.0,113280257200
Germany,2009,male,55-74 years,2277,9307706,24.46,Germany2009,,"3,418,005,001,389",43570,Silent,1.0,405536750420
Germany,2009,male,35-54 years,2628,12872657,20.42,Germany2009,,"3,418,005,001,389",43570,Boomers,1.0,560861665490
Germany,2009,male,25-34 years,637,4909814,12.97,Germany2009,,"3,418,005,001,389",43570,Generation X,1.0,213920595980
Germany,2009,female,75+ years,520,4569198,11.38,Germany2009,,"3,418,005,001,389",43570,Silent,1.0,199079956860
Germany,2009,male,15-24 years,443,4760066,9.31,Germany2009,,"3,418,005,001,389",43570,Millenials,1.0,207396075620
Germany,2009,female,55-74 years,789,9995593,7.89,Germany2009,,"3,418,005,001,389",43570,Silent,1.0,435507987010
Germany,2009,female,35-54 years,788,12445519,6.33,Germany2009,,"3,418,005,001,389",43570,Boomers,1.0,542251262830
Germany,2009,female,25-34 years,146,4784538,3.05,Germany2009,,"3,418,005,001,389",43570,Generation X,1.0,208462320660
Germany,2009,female,15-24 years,121,4552176,2.66,Germany2009,,"3,418,005,001,389",43570,Millenials,1.0,198338308320
Germany,2009,male,5-14 years,12,3925018,0.31,Germany2009,,"3,418,005,001,389",43570,Generation Z,1.0,171013034260
Germany,2009,female,5-14 years,9,3726357,0.24,Germany2009,,"3,418,005,001,389",43570,Generation Z,1.0,162357374490
Germany,2010,male,75+ years,1277,2742959,46.56,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,1.0,119631413826
Germany,2010,male,55-74 years,2358,9350157,25.22,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,1.0,407797747398
Germany,2010,male,35-54 years,2605,12731842,20.46,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,1.0,555286556988
Germany,2010,male,25-34 years,735,4940288,14.88,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,1.0,215465720832
Germany,2010,female,75+ years,588,4669323,12.59,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,1.0,203647853322
Germany,2010,male,15-24 years,474,4702588,10.08,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Millenials,1.0,205098673032
Germany,2010,female,55-74 years,851,10027136,8.49,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,1.0,437323509504
Germany,2010,female,35-54 years,805,12316695,6.54,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,1.0,537180335730
Germany,2010,female,25-34 years,177,4807946,3.68,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,1.0,209693756844
Germany,2010,female,15-24 years,132,4489057,2.94,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Millenials,1.0,195785731998
Germany,2010,male,5-14 years,22,3883512,0.57,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation Z,1.0,169375492368
Germany,2010,female,5-14 years,6,3687564,0.16,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation Z,1.0,160829416296
Germany,2011,male,75+ years,1374,2900218,47.38,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Silent,1.0,139056752446
Germany,2011,male,55-74 years,2538,9396062,27.01,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Boomers,1.0,450512984714
Germany,2011,male,35-54 years,2582,12614051,20.47,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation X,1.0,604805903297
Germany,2011,male,25-34 years,684,5006064,13.66,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,1.0,240025750608
Germany,2011,female,75+ years,624,4791265,13.02,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Silent,1.0,229726782955
Germany,2011,male,15-24 years,461,4653810,9.91,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,1.0,223136228070
Germany,2011,female,55-74 years,802,10049757,7.98,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Boomers,1.0,481855698879
Germany,2011,female,35-54 years,757,12196847,6.21,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation X,1.0,584802223109
Germany,2011,female,25-34 years,188,4854346,3.87,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,1.0,232751327662
Germany,2011,female,15-24 years,122,4432422,2.75,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,1.0,212521337634
Germany,2011,male,5-14 years,12,3835083,0.31,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation Z,1.0,183880724601
Germany,2011,female,5-14 years,9,3641215,0.25,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation Z,1.0,174585335605
Germany,2012,male,75+ years,1430,3062435,46.69,Germany2012,0.915,"3,543,983,909,148",45142,Silent,1.0,138244440770
Germany,2012,male,55-74 years,2302,9453082,24.35,Germany2012,0.915,"3,543,983,909,148",45142,Boomers,1.0,426731027644
Germany,2012,male,35-54 years,2408,12515919,19.24,Germany2012,0.915,"3,543,983,909,148",45142,Generation X,1.0,564993615498
Germany,2012,male,25-34 years,699,5099210,13.71,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,1.0,230188537820
Germany,2012,female,75+ years,607,4920842,12.34,Germany2012,0.915,"3,543,983,909,148",45142,Silent,1.0,222136649564
Germany,2012,male,15-24 years,439,4612682,9.52,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,1.0,208225690844
Germany,2012,female,55-74 years,873,10078469,8.66,Germany2012,0.915,"3,543,983,909,148",45142,Boomers,1.0,454962247598
Germany,2012,female,35-54 years,810,12089833,6.7,Germany2012,0.915,"3,543,983,909,148",45142,Generation X,1.0,545759241286
Germany,2012,female,25-34 years,187,4917857,3.8,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,1.0,222001900694
Germany,2012,female,15-24 years,121,4384528,2.76,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,1.0,197926362976
Germany,2012,male,5-14 years,11,3782823,0.29,Germany2012,0.915,"3,543,983,909,148",45142,Generation Z,1.0,170764195866
Germany,2012,female,5-14 years,9,3590435,0.25,Germany2012,0.915,"3,543,983,909,148",45142,Generation Z,1.0,162079416770
Germany,2013,male,75+ years,1518,3115267,48.73,Germany2013,0.915,"3,752,513,503,278",48563,Silent,1.0,151286711321
Germany,2013,male,55-74 years,2379,9314147,25.54,Germany2013,0.915,"3,752,513,503,278",48563,Boomers,1.0,452322920761
Germany,2013,male,35-54 years,2423,12049310,20.11,Germany2013,0.915,"3,752,513,503,278",48563,Generation X,1.0,585150641530
Germany,2013,male,25-34 years,739,5060529,14.6,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,1.0,245754469827
Germany,2013,female,75+ years,641,4984061,12.86,Germany2013,0.915,"3,752,513,503,278",48563,Silent,1.0,242040954343
Germany,2013,female,55-74 years,875,9995322,8.75,Germany2013,0.915,"3,752,513,503,278",48563,Boomers,1.0,485402822286
Germany,2013,male,15-24 years,391,4474441,8.74,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,1.0,217292278283
Germany,2013,female,35-54 years,808,11835769,6.83,Germany2013,0.915,"3,752,513,503,278",48563,Generation X,1.0,574780449947
Germany,2013,female,25-34 years,188,4928834,3.81,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,1.0,239358965542
Germany,2013,female,15-24 years,111,4259808,2.61,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,1.0,206869055904
Germany,2013,female,5-14 years,12,3529729,0.34,Germany2013,0.915,"3,752,513,503,278",48563,Generation Z,1.0,171414229427
Germany,2013,male,5-14 years,6,3723771,0.16,Germany2013,0.915,"3,752,513,503,278",48563,Generation Z,1.0,180837491073
Germany,2014,male,75+ years,1608,3300059,48.73,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Silent,1.0,165554059853
Germany,2014,male,55-74 years,2410,9358747,25.75,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Boomers,1.0,469500260749
Germany,2014,male,35-54 years,2444,11949414,20.45,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation X,1.0,599466252138
Germany,2014,male,25-34 years,750,5179803,14.48,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,1.0,259855177101
Germany,2014,female,75+ years,621,5151214,12.06,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Silent,1.0,258420952738
Germany,2014,male,15-24 years,397,4452615,8.92,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,1.0,223374336705
Germany,2014,female,55-74 years,855,10013338,8.54,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Boomers,1.0,502339127446
Germany,2014,female,35-54 years,801,11728001,6.83,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation X,1.0,588358626167
Germany,2014,female,25-34 years,182,5005685,3.64,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,1.0,251120199395
Germany,2014,female,15-24 years,121,4215773,2.87,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,1.0,211492684091
Germany,2014,male,5-14 years,20,3695813,0.54,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation Z,1.0,185407850771
Germany,2014,female,5-14 years,8,3501907,0.23,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation Z,1.0,175680168469
Germany,2015,male,75+ years,1729,3487628,49.58,Germany2015,,"3,375,611,100,742",43201,Silent,1.0,150669017228
Germany,2015,male,55-74 years,2304,9436572,24.42,Germany2015,,"3,375,611,100,742",43201,Boomers,1.0,407669346972
Germany,2015,male,35-54 years,2267,11854531,19.12,Germany2015,,"3,375,611,100,742",43201,Generation X,1.0,512127593731
Germany,2015,male,25-34 years,721,5336932,13.51,Germany2015,,"3,375,611,100,742",43201,Millenials,1.0,230560799332
Germany,2015,female,75+ years,635,5338738,11.89,Germany2015,,"3,375,611,100,742",43201,Silent,1.0,230638820338
Germany,2015,female,55-74 years,908,10054932,9.03,Germany2015,,"3,375,611,100,742",43201,Boomers,1.0,434383117332
Germany,2015,male,15-24 years,376,4520300,8.32,Germany2015,,"3,375,611,100,742",43201,Millenials,1.0,195281480300
Germany,2015,female,35-54 years,800,11616616,6.89,Germany2015,,"3,375,611,100,742",43201,Generation X,1.0,501849427816
Germany,2015,female,25-34 years,193,5061297,3.81,Germany2015,,"3,375,611,100,742",43201,Millenials,1.0,218653091697
Germany,2015,female,15-24 years,136,4195185,3.24,Germany2015,,"3,375,611,100,742",43201,Millenials,1.0,181236187185
Germany,2015,female,5-14 years,13,3517216,0.37,Germany2015,,"3,375,611,100,742",43201,Generation Z,1.0,151947248416
Germany,2015,male,5-14 years,6,3716736,0.16,Germany2015,,"3,375,611,100,742",43201,Generation Z,1.0,160566711936
Greece,1985,male,75+ years,35,233300,15.0,Greece1985,0.741,"47,820,850,975",5156,G.I. Generation,0.0,1202894800
Greece,1985,male,55-74 years,85,874300,9.72,Greece1985,0.741,"47,820,850,975",5156,G.I. Generation,0.0,4507890800
Greece,1985,male,35-54 years,82,1248900,6.57,Greece1985,0.741,"47,820,850,975",5156,Silent,0.0,6439328400
Greece,1985,male,25-34 years,40,682900,5.86,Greece1985,0.741,"47,820,850,975",5156,Boomers,0.0,3521032400
Greece,1985,female,75+ years,15,317900,4.72,Greece1985,0.741,"47,820,850,975",5156,G.I. Generation,0.0,1639092400
Greece,1985,female,55-74 years,47,1000100,4.7,Greece1985,0.741,"47,820,850,975",5156,G.I. Generation,0.0,5156515600
Greece,1985,male,15-24 years,35,775900,4.51,Greece1985,0.741,"47,820,850,975",5156,Generation X,0.0,4000540400
Greece,1985,female,25-34 years,18,679100,2.65,Greece1985,0.741,"47,820,850,975",5156,Boomers,0.0,3501439600
Greece,1985,female,35-54 years,35,1326900,2.64,Greece1985,0.741,"47,820,850,975",5156,Silent,0.0,6841496400
Greece,1985,female,15-24 years,13,720500,1.8,Greece1985,0.741,"47,820,850,975",5156,Generation X,0.0,3714898000
Greece,1985,female,5-14 years,0,684600,0.0,Greece1985,0.741,"47,820,850,975",5156,Generation X,0.0,3529797600
Greece,1985,male,5-14 years,0,731000,0.0,Greece1985,0.741,"47,820,850,975",5156,Generation X,0.0,3769036000
Greece,1986,male,75+ years,47,240900,19.51,Greece1986,,"56,379,593,720",6040,G.I. Generation,0.0,1455036000
Greece,1986,male,55-74 years,86,889600,9.67,Greece1986,,"56,379,593,720",6040,G.I. Generation,0.0,5373184000
